"Name","ID","Class","Entry","Symbol","EC","KO","Description"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","55276","PGM2","5.4.2.7 5.4.2.2","K15779","phosphoglucomutase 2"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","221823","PRPS1L1","2.7.6.1","K00948","phosphoribosyl pyrophosphate synthetase 1-like 1"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","5634","PRPS2","2.7.6.1","K00948","phosphoribosyl pyrophosphate synthetase 2"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","5631","PRPS1","2.7.6.1","K00948","phosphoribosyl pyrophosphate synthetase 1"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","5471","PPAT","2.4.2.14","K00764","phosphoribosyl pyrophosphate amidotransferase"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","2618","GART","6.3.3.1 2.1.2.2 6.3.4.13","K11787","phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","5198","PFAS","6.3.5.3","K01952","phosphoribosylformylglycinamidine synthase"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","10606","PAICS","6.3.2.6 4.1.1.21","K01587","phosphoribosylaminoimidazole carboxylase and phosphoribosylaminoimidazolesuccinocarboxamide synthase"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","158","ADSL","4.3.2.2","K01756","adenylosuccinate lyase"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","471","ATIC","3.5.4.10 2.1.2.3","K00602","5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","353","APRT","2.4.2.7","K00759","adenine phosphoribosyltransferase"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","22978","NT5C2","3.1.3.5","K01081","5'-nucleotidase, cytosolic II"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","84618","NT5C1A","3.1.3.5","K01081","5'-nucleotidase, cytosolic IA"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","93034","NT5C1B","3.1.3.5","K01081","5'-nucleotidase, cytosolic IB"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","30833","NT5C","3.1.3.5","K01081","5', 3'-nucleotidase, cytosolic"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","56953","NT5M","3.1.3.5","K01081","5',3'-nucleotidase, mitochondrial"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","51251","NT5C3A","3.1.3.5","K01081","5'-nucleotidase, cytosolic IIIA"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","115024","NT5C3B","3.1.3.5","K01081","5'-nucleotidase, cytosolic IIIB"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","100526794","NT5C1B-RDH14","3.1.3.5","K01081","NT5C1B-RDH14 readthrough"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","4907","NT5E","3.1.3.5","K19970","5'-nucleotidase ecto"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","4860","PNP","2.4.2.1","K03783","purine nucleoside phosphorylase"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","3251","HPRT1","2.4.2.8","K00760","hypoxanthine phosphoribosyltransferase 1"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","3614","IMPDH1","1.1.1.205","K00088","inosine monophosphate dehydrogenase 1"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","3615","IMPDH2","1.1.1.205","K00088","inosine monophosphate dehydrogenase 2"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","10201","NME6","2.7.4.6","K00940","NME/NM23 nucleoside diphosphate kinase 6"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","29922","NME7","2.7.4.6","K00940","NME/NM23 family member 7"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","4831","NME2","2.7.4.6","K00940","NME/NM23 nucleoside diphosphate kinase 2"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","4833","NME4","2.7.4.6","K00940","NME/NM23 nucleoside diphosphate kinase 4"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","4830","NME1","2.7.4.6","K00940","NME/NM23 nucleoside diphosphate kinase 1"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","4832","NME3","2.7.4.6","K00940","NME/NM23 nucleoside diphosphate kinase 3"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","654364","NME1-NME2","2.7.4.6","K00940","NME1-NME2 readthrough"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","221264","AK9","2.7.4.6 2.7.4.3","K18533","adenylate kinase 9"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","956","ENTPD3","3.6.1.5","K01510","ectonucleoside triphosphate diphosphohydrolase 3"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","377841","ENTPD8","3.6.1.5","K01510","ectonucleoside triphosphate diphosphohydrolase 8"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","953","ENTPD1","3.6.1.5","K01510","ectonucleoside triphosphate diphosphohydrolase 1"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","124583","CANT1","3.6.1.6","K12304","calcium activated nucleotidase 1"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","9583","ENTPD4","3.6.1.6","K12305","ectonucleoside triphosphate diphosphohydrolase 4"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","957","ENTPD5","3.6.1.6","K01511","ectonucleoside triphosphate diphosphohydrolase 5"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","955","ENTPD6","3.6.1.6","K01511","ectonucleoside triphosphate diphosphohydrolase 6 (putative)"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","131870","NUDT16","3.6.1.64 3.6.1.62","K16855","nudix hydrolase 16"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","3704","ITPA","3.6.1.-","K01519","inosine triphosphatase"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","7498","XDH","1.17.3.2 1.17.1.4","K00106","xanthine dehydrogenase"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","318","NUDT2","3.6.1.17","K01518","nudix hydrolase 2"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","8833","GMPS","6.3.5.2","K01951","guanine monophosphate synthase"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","2766","GMPR","1.7.1.7","K00364","guanosine monophosphate reductase"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","51292","GMPR2","1.7.1.7","K00364","guanosine monophosphate reductase 2"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","9615","GDA","3.5.4.3","K01487","guanine deaminase"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","2987","GUK1","2.7.4.8","K00942","guanylate kinase 1"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","5315","PKM","2.7.1.40","K00873","pyruvate kinase, muscle"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","5313","PKLR","2.7.1.40","K12406","pyruvate kinase, liver and RBC"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","6240","RRM1","1.17.4.1","K10807","ribonucleotide reductase catalytic subunit M1"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","50484","RRM2B","1.17.4.1","K10808","ribonucleotide reductase regulatory TP53 inducible subunit M2B"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","6241","RRM2","1.17.4.1","K10808","ribonucleotide reductase regulatory subunit M2"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","1716","DGUOK","2.7.1.113","K00904","deoxyguanosine kinase"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","25885","POLR1A","2.7.7.6","K02999","RNA polymerase I subunit A"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","84172","POLR1B","2.7.7.6","K03002","RNA polymerase I subunit B"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","30834","ZNRD1","ZNRD1; zinc ribbon domain containing 1 [KO:K03000","K03000","zinc ribbon domain containing 1"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","221830","TWISTNB","TWISTNB; TWIST neighbor [KO:K03004","K03004","TWIST neighbor"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","64425","POLR1E","POLR1E; RNA polymerase I subunit E [KO:K03005","K03005","RNA polymerase I subunit E"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","5430","POLR2A","2.7.7.6","K03006","RNA polymerase II subunit A"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","5431","POLR2B","2.7.7.6","K03010","RNA polymerase II subunit B"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","5432","POLR2C","POLR2C; RNA polymerase II subunit C [KO:K03011","K03011","RNA polymerase II subunit C"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","5433","POLR2D","POLR2D; RNA polymerase II subunit D [KO:K03012","K03012","RNA polymerase II subunit D"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","5434","POLR2E","POLR2E; RNA polymerase II subunit E [KO:K03013","K03013","RNA polymerase II subunit E"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","5435","POLR2F","POLR2F; RNA polymerase II subunit F [KO:K03014","K03014","RNA polymerase II subunit F"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","5436","POLR2G","POLR2G; RNA polymerase II subunit G [KO:K03015","K03015","RNA polymerase II subunit G"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","5437","POLR2H","POLR2H; RNA polymerase II subunit H [KO:K03016","K03016","RNA polymerase II subunit H"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","5438","POLR2I","POLR2I; RNA polymerase II subunit I [KO:K03017","K03017","RNA polymerase II subunit I"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","5441","POLR2L","POLR2L; RNA polymerase II subunit L [KO:K03007","K03007","RNA polymerase II subunit L"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","5439","POLR2J","POLR2J; RNA polymerase II subunit J [KO:K03008","K03008","RNA polymerase II subunit J"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","548644","POLR2J3","POLR2J3; RNA polymerase II subunit J3 [KO:K03008","K03008","RNA polymerase II subunit J3"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","246721","POLR2J2","POLR2J2; RNA polymerase II subunit J2 [KO:K03008","K03008","RNA polymerase II subunit J2"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","5440","POLR2K","POLR2K; RNA polymerase II subunit K [KO:K03009","K03009","RNA polymerase II subunit K"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","11128","POLR3A","2.7.7.6","K03018","RNA polymerase III subunit A"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","55703","POLR3B","2.7.7.6","K03021","RNA polymerase III subunit B"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","10623","POLR3C","POLR3C; RNA polymerase III subunit C [KO:K03023","K03023","RNA polymerase III subunit C"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","661","POLR3D","POLR3D; RNA polymerase III subunit D [KO:K03026","K03026","RNA polymerase III subunit D"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","55718","POLR3E","POLR3E; RNA polymerase III subunit E [KO:K14721","K14721","RNA polymerase III subunit E"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","101060521","DNA-directed RNA polymerase III subunit RPC5 [KO:K14721]","DNA-directed RNA polymerase III subunit RPC5 [KO:K14721","K14721","DNA-directed RNA polymerase III subunit RPC5"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","9533","POLR1C","POLR1C; RNA polymerase I subunit C [KO:K03027","K03027","RNA polymerase I subunit C"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","51728","POLR3K","POLR3K; RNA polymerase III subunit K [KO:K03019","K03019","RNA polymerase III subunit K"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","51082","POLR1D","POLR1D; RNA polymerase I subunit D [KO:K03020","K03020","RNA polymerase I subunit D"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","171568","POLR3H","POLR3H; RNA polymerase III subunit H [KO:K03022","K03022","RNA polymerase III subunit H"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","84265","POLR3GL","POLR3GL; RNA polymerase III subunit G like [KO:K03024","K03024","RNA polymerase III subunit G like"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","10622","POLR3G","POLR3G; RNA polymerase III subunit G [KO:K03024","K03024","RNA polymerase III subunit G"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","10621","POLR3F","POLR3F; RNA polymerase III subunit F [KO:K03025","K03025","RNA polymerase III subunit F"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","5422","POLA1","2.7.7.7","K02320","DNA polymerase alpha 1, catalytic subunit"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","23649","POLA2","POLA2; DNA polymerase alpha 2, accessory subunit [KO:K02321","K02321","DNA polymerase alpha 2, accessory subunit"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","5557","PRIM1","2.7.7.-","K02684","primase (DNA) subunit 1"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","5558","PRIM2","2.7.7.-","K02685","primase (DNA) subunit 2"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","5424","POLD1","2.7.7.7","K02327","DNA polymerase delta 1, catalytic subunit"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","5425","POLD2","POLD2; DNA polymerase delta 2, accessory subunit [KO:K02328","K02328","DNA polymerase delta 2, accessory subunit"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","10714","POLD3","POLD3; DNA polymerase delta 3, accessory subunit [KO:K03504","K03504","DNA polymerase delta 3, accessory subunit"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","57804","POLD4","POLD4; DNA polymerase delta 4, accessory subunit [KO:K03505","K03505","DNA polymerase delta 4, accessory subunit"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","5426","POLE","2.7.7.7","K02324","DNA polymerase epsilon, catalytic subunit"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","5427","POLE2","2.7.7.7","K02325","DNA polymerase epsilon 2, accessory subunit"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","54107","POLE3","2.7.7.7","K02326","DNA polymerase epsilon 3, accessory subunit"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","56655","POLE4","2.7.7.7","K03506","DNA polymerase epsilon 4, accessory subunit"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","374659","HDDC3","3.1.7.2","K21138","HD domain containing 3"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","58497","PRUNE1","3.6.1.11","K01514","prune exopolyphosphatase 1"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","107","ADCY1","4.6.1.1","K08041","adenylate cyclase 1"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","108","ADCY2","4.6.1.1","K08042","adenylate cyclase 2"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","109","ADCY3","4.6.1.1","K08043","adenylate cyclase 3"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","196883","ADCY4","4.6.1.1","K08044","adenylate cyclase 4"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","111","ADCY5","4.6.1.1","K08045","adenylate cyclase 5"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","112","ADCY6","4.6.1.1","K08046","adenylate cyclase 6"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","113","ADCY7","4.6.1.1","K08047","adenylate cyclase 7"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","114","ADCY8","4.6.1.1","K08048","adenylate cyclase 8"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","115","ADCY9","4.6.1.1","K08049","adenylate cyclase 9"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","55811","ADCY10","4.6.1.1","K11265","adenylate cyclase 10, soluble"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","2977","GUCY1A2","4.6.1.2","K12318","guanylate cyclase 1 soluble subunit alpha 2"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","2982","GUCY1A3","4.6.1.2","K12318","guanylate cyclase 1 soluble subunit alpha"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","2983","GUCY1B3","4.6.1.2","K12319","guanylate cyclase 1 soluble subunit beta"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","2984","GUCY2C","4.6.1.2","K12320","guanylate cyclase 2C"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","3000","GUCY2D","4.6.1.2","K12321","guanylate cyclase 2D, retinal"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","2986","GUCY2F","4.6.1.2","K12322","guanylate cyclase 2F, retinal"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","4881","NPR1","4.6.1.2","K12323","natriuretic peptide receptor 1"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","4882","NPR2","4.6.1.2","K12324","natriuretic peptide receptor 2"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","5136","PDE1A","3.1.4.17","K13755","phosphodiesterase 1A"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","5153","PDE1B","3.1.4.17","K13755","phosphodiesterase 1B"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","5137","PDE1C","3.1.4.17","K13755","phosphodiesterase 1C"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","5138","PDE2A","3.1.4.17","K18283","phosphodiesterase 2A"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","5139","PDE3A","3.1.4.17","K19021","phosphodiesterase 3A"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","5140","PDE3B","3.1.4.17","K13296","phosphodiesterase 3B"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","8654","PDE5A","3.1.4.35","K13762","phosphodiesterase 5A"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","5145","PDE6A","3.1.4.35","K08718","phosphodiesterase 6A"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","5158","PDE6B","3.1.4.35","K13756","phosphodiesterase 6B"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","5146","PDE6C","3.1.4.35","K13757","phosphodiesterase 6C"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","5147","PDE6D","PDE6D; phosphodiesterase 6D [KO:K13758","K13758","phosphodiesterase 6D"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","5148","PDE6G","PDE6G; phosphodiesterase 6G [KO:K13759","K13759","phosphodiesterase 6G"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","5149","PDE6H","PDE6H; phosphodiesterase 6H [KO:K13760","K13760","phosphodiesterase 6H"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","5152","PDE9A","3.1.4.35","K13761","phosphodiesterase 9A"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","10846","PDE10A","3.1.4.35 3.1.4.17","K18438","phosphodiesterase 10A"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","50940","PDE11A","3.1.4.35 3.1.4.17","K13298","phosphodiesterase 11A"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","122622","ADSSL1","6.3.4.4","K01939","adenylosuccinate synthase like 1"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","159","ADSS","6.3.4.4","K01939","adenylosuccinate synthase"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","271","AMPD2","3.5.4.6","K01490","adenosine monophosphate deaminase 2"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","272","AMPD3","3.5.4.6","K01490","adenosine monophosphate deaminase 3"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","270","AMPD1","3.5.4.6","K01490","adenosine monophosphate deaminase 1"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","132","ADK","2.7.1.20","K00856","adenosine kinase"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","1633","DCK","2.7.1.74","K00893","deoxycytidine kinase"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","100","ADA","3.5.4.4","K01488","adenosine deaminase"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","51816","ADA2","3.5.4.4","K19572","adenosine deaminase 2"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","122481","AK7","2.7.4.3","K00939","adenylate kinase 7"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","205","AK4","2.7.4.3","K00939","adenylate kinase 4"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","26289","AK5","2.7.4.3","K00939","adenylate kinase 5"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","204","AK2","2.7.4.3","K00939","adenylate kinase 2"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","203","AK1","2.7.4.3","K00939","adenylate kinase 1"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","390877","adenylate kinase isoenzyme 1-like [KO:K00939] [EC:2.7.4.3]","2.7.4.3","K00939","adenylate kinase isoenzyme 1-like"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","158067","AK8","2.7.4.3","K00939","adenylate kinase 8"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","102157402","AK6","2.7.4.3","K18532","adenylate kinase 6"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","50808","AK3","2.7.4.10","K00944","adenylate kinase 3"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","954","ENTPD2","3.6.1.3","K01509","ectonucleoside triphosphate diphosphohydrolase 2"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","84284","NTPCR","3.6.1.15","K06928","nucleoside-triphosphatase, cancer-related"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","87178","PNPT1","2.7.7.8","K00962","polyribonucleotide nucleotidyltransferase 1"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","5141","PDE4A","3.1.4.53","K13293","phosphodiesterase 4A"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","5142","PDE4B","3.1.4.53","K13293","phosphodiesterase 4B"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","5143","PDE4C","3.1.4.53","K13293","phosphodiesterase 4C"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","5144","PDE4D","3.1.4.53","K13293","phosphodiesterase 4D"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","5150","PDE7A","3.1.4.53","K18436","phosphodiesterase 7A"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","27115","PDE7B","3.1.4.53","K18436","phosphodiesterase 7B"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","8622","PDE8B","3.1.4.53","K18437","phosphodiesterase 8B"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","5151","PDE8A","3.1.4.53","K18437","phosphodiesterase 8A"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","2272","FHIT","3.6.1.29","K01522","fragile histidine triad"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","22875","ENPP4","3.6.1.29","K18424","ectonucleotide pyrophosphatase/phosphodiesterase 4 (putative)"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","9060","PAPSS2","2.7.1.25 2.7.7.4","K13811","3'-phosphoadenosine 5'-phosphosulfate synthase 2"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","9061","PAPSS1","2.7.1.25 2.7.7.4","K13811","3'-phosphoadenosine 5'-phosphosulfate synthase 1"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","5167","ENPP1","3.6.1.9 3.1.4.1","K01513","ectonucleotide pyrophosphatase/phosphodiesterase 1"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","5169","ENPP3","3.6.1.9 3.1.4.1","K01513","ectonucleotide pyrophosphatase/phosphodiesterase 3"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","646625","URAD","4.1.1.97","K13485","ureidoimidazoline (2-oxo-4-hydroxy-4-carboxy-5-) decarboxylase"
"Purine metabolism","hsa00230","Metabolism; Nucleotide metabolism","55821","ALLC","3.5.3.4","K01477","allantoicase"
"Caffeine metabolism","hsa00232","Metabolism; Biosynthesis of other secondary metabolites","1544","CYP1A2","1.14.14.1","K07409","cytochrome P450 family 1 subfamily A member 2"
"Caffeine metabolism","hsa00232","Metabolism; Biosynthesis of other secondary metabolites","10","NAT2","2.3.1.5","K00622","N-acetyltransferase 2"
"Caffeine metabolism","hsa00232","Metabolism; Biosynthesis of other secondary metabolites","9","NAT1","2.3.1.5","K00622","N-acetyltransferase 1"
"Caffeine metabolism","hsa00232","Metabolism; Biosynthesis of other secondary metabolites","1548","CYP2A6","1.14.13.-","K17683","cytochrome P450 family 2 subfamily A member 6"
"Caffeine metabolism","hsa00232","Metabolism; Biosynthesis of other secondary metabolites","7498","XDH","1.17.3.2 1.17.1.4","K00106","xanthine dehydrogenase"
"Pyrimidine metabolism","hsa00240","Metabolism; Nucleotide metabolism","790","CAD","3.5.2.3 2.1.3.2 6.3.5.5","K11540","carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase"
"Pyrimidine metabolism","hsa00240","Metabolism; Nucleotide metabolism","1723","DHODH","1.3.5.2","K00254","dihydroorotate dehydrogenase (quinone)"
"Pyrimidine metabolism","hsa00240","Metabolism; Nucleotide metabolism","7372","UMPS","4.1.1.23 2.4.2.10","K13421","uridine monophosphate synthetase"
"Pyrimidine metabolism","hsa00240","Metabolism; Nucleotide metabolism","51727","CMPK1","2.7.4.14 2.7.4.-","K13800","cytidine/uridine monophosphate kinase 1"
"Pyrimidine metabolism","hsa00240","Metabolism; Nucleotide metabolism","129607","CMPK2","2.7.4.14","K13809","cytidine/uridine monophosphate kinase 2"
"Pyrimidine metabolism","hsa00240","Metabolism; Nucleotide metabolism","10201","NME6","2.7.4.6","K00940","NME/NM23 nucleoside diphosphate kinase 6"
"Pyrimidine metabolism","hsa00240","Metabolism; Nucleotide metabolism","29922","NME7","2.7.4.6","K00940","NME/NM23 family member 7"
"Pyrimidine metabolism","hsa00240","Metabolism; Nucleotide metabolism","4831","NME2","2.7.4.6","K00940","NME/NM23 nucleoside diphosphate kinase 2"
"Pyrimidine metabolism","hsa00240","Metabolism; Nucleotide metabolism","4833","NME4","2.7.4.6","K00940","NME/NM23 nucleoside diphosphate kinase 4"
"Pyrimidine metabolism","hsa00240","Metabolism; Nucleotide metabolism","4830","NME1","2.7.4.6","K00940","NME/NM23 nucleoside diphosphate kinase 1"
